country_sector,country,icio_sector,model_sector,mapping_version
CRI_T,CRI,T,services_other,v1_rule_based
CYP_A01,CYP,A01,energy_primary,v1_rule_based
CYP_A02,CYP,A02,energy_primary,v1_rule_based
CYP_A03,CYP,A03,energy_primary,v1_rule_based
CYP_B05,CYP,B05,energy_primary,v1_rule_based
CYP_B06,CYP,B06,energy_primary,v1_rule_based
CYP_B07,CYP,B07,energy_primary,v1_rule_based
CYP_B08,CYP,B08,energy_primary,v1_rule_based
CYP_B09,CYP,B09,energy_primary,v1_rule_based
CYP_C10T12,CYP,C10T12,retail_consumer,v1_rule_based
CYP_C13T15,CYP,C13T15,retail_consumer,v1_rule_based
CYP_C16,CYP,C16,manufacturing_other,v1_rule_based
CYP_C17_18,CYP,C17_18,manufacturing_other,v1_rule_based
CYP_C19,CYP,C19,manufacturing_other,v1_rule_based
CYP_C20,CYP,C20,manufacturing_other,v1_rule_based
CYP_C21,CYP,C21,pharma,v1_rule_based
CYP_C22,CYP,C22,manufacturing_other,v1_rule_based
CYP_C23,CYP,C23,manufacturing_other,v1_rule_based
CYP_C24A,CYP,C24A,steel_aluminum,v1_rule_based
CYP_C24B,CYP,C24B,steel_aluminum,v1_rule_based
CYP_C25,CYP,C25,steel_aluminum,v1_rule_based
CYP_C26,CYP,C26,manufacturing_other,v1_rule_based
CYP_C27,CYP,C27,manufacturing_other,v1_rule_based
CYP_C28,CYP,C28,manufacturing_other,v1_rule_based
CYP_C29,CYP,C29,manufacturing_other,v1_rule_based
CYP_C301,CYP,C301,manufacturing_other,v1_rule_based
CYP_C302T309,CYP,C302T309,manufacturing_other,v1_rule_based
CYP_C31T33,CYP,C31T33,retail_consumer,v1_rule_based
CYP_D,CYP,D,energy_primary,v1_rule_based
CYP_E,CYP,E,energy_primary,v1_rule_based
CYP_F,CYP,F,services_other,v1_rule_based
CYP_G,CYP,G,retail_consumer,v1_rule_based
CYP_H49,CYP,H49,services_other,v1_rule_based
CYP_H50,CYP,H50,services_other,v1_rule_based
CYP_H51,CYP,H51,services_other,v1_rule_based
CYP_H52,CYP,H52,services_other,v1_rule_based
CYP_H53,CYP,H53,services_other,v1_rule_based
CYP_I,CYP,I,retail_consumer,v1_rule_based
CYP_J58T60,CYP,J58T60,services_other,v1_rule_based
CYP_J61,CYP,J61,services_other,v1_rule_based
CYP_J62_63,CYP,J62_63,services_other,v1_rule_based
CYP_K,CYP,K,services_other,v1_rule_based
CYP_L,CYP,L,services_other,v1_rule_based
CYP_M,CYP,M,services_other,v1_rule_based
CYP_N,CYP,N,services_other,v1_rule_based
CYP_O,CYP,O,services_other,v1_rule_based
CYP_P,CYP,P,services_other,v1_rule_based
CYP_Q,CYP,Q,services_other,v1_rule_based
CYP_R,CYP,R,services_other,v1_rule_based
CYP_S,CYP,S,services_other,v1_rule_based
CYP_T,CYP,T,services_other,v1_rule_based
CZE_A01,CZE,A01,energy_primary,v1_rule_based
CZE_A02,CZE,A02,energy_primary,v1_rule_based
CZE_A03,CZE,A03,energy_primary,v1_rule_based
CZE_B05,CZE,B05,energy_primary,v1_rule_based
CZE_B06,CZE,B06,energy_primary,v1_rule_based
CZE_B07,CZE,B07,energy_primary,v1_rule_based
CZE_B08,CZE,B08,energy_primary,v1_rule_based
CZE_B09,CZE,B09,energy_primary,v1_rule_based
CZE_C10T12,CZE,C10T12,retail_consumer,v1_rule_based
CZE_C13T15,CZE,C13T15,retail_consumer,v1_rule_based
CZE_C16,CZE,C16,manufacturing_other,v1_rule_based
CZE_C17_18,CZE,C17_18,manufacturing_other,v1_rule_based
CZE_C19,CZE,C19,manufacturing_other,v1_rule_based
CZE_C20,CZE,C20,manufacturing_other,v1_rule_based
CZE_C21,CZE,C21,pharma,v1_rule_based
CZE_C22,CZE,C22,manufacturing_other,v1_rule_based
CZE_C23,CZE,C23,manufacturing_other,v1_rule_based
CZE_C24A,CZE,C24A,steel_aluminum,v1_rule_based
CZE_C24B,CZE,C24B,steel_aluminum,v1_rule_based
CZE_C25,CZE,C25,steel_aluminum,v1_rule_based
CZE_C26,CZE,C26,manufacturing_other,v1_rule_based
CZE_C27,CZE,C27,manufacturing_other,v1_rule_based
CZE_C28,CZE,C28,manufacturing_other,v1_rule_based
CZE_C29,CZE,C29,manufacturing_other,v1_rule_based
CZE_C301,CZE,C301,manufacturing_other,v1_rule_based
CZE_C302T309,CZE,C302T309,manufacturing_other,v1_rule_based
CZE_C31T33,CZE,C31T33,retail_consumer,v1_rule_based
CZE_D,CZE,D,energy_primary,v1_rule_based
CZE_E,CZE,E,energy_primary,v1_rule_based
CZE_F,CZE,F,services_other,v1_rule_based
CZE_G,CZE,G,retail_consumer,v1_rule_based
CZE_H49,CZE,H49,services_other,v1_rule_based
CZE_H50,CZE,H50,services_other,v1_rule_based
CZE_H51,CZE,H51,services_other,v1_rule_based
CZE_H52,CZE,H52,services_other,v1_rule_based
CZE_H53,CZE,H53,services_other,v1_rule_based
CZE_I,CZE,I,retail_consumer,v1_rule_based
CZE_J58T60,CZE,J58T60,services_other,v1_rule_based
CZE_J61,CZE,J61,services_other,v1_rule_based
CZE_J62_63,CZE,J62_63,services_other,v1_rule_based
CZE_K,CZE,K,services_other,v1_rule_based
CZE_L,CZE,L,services_other,v1_rule_based
CZE_M,CZE,M,services_other,v1_rule_based
CZE_N,CZE,N,services_other,v1_rule_based
CZE_O,CZE,O,services_other,v1_rule_based
CZE_P,CZE,P,services_other,v1_rule_based
CZE_Q,CZE,Q,services_other,v1_rule_based
CZE_R,CZE,R,services_other,v1_rule_based
CZE_S,CZE,S,services_other,v1_rule_based
CZE_T,CZE,T,services_other,v1_rule_based
DEU_A01,DEU,A01,energy_primary,v1_rule_based
DEU_A02,DEU,A02,energy_primary,v1_rule_based
DEU_A03,DEU,A03,energy_primary,v1_rule_based
DEU_B05,DEU,B05,energy_primary,v1_rule_based
DEU_B06,DEU,B06,energy_primary,v1_rule_based
DEU_B07,DEU,B07,energy_primary,v1_rule_based
DEU_B08,DEU,B08,energy_primary,v1_rule_based
DEU_B09,DEU,B09,energy_primary,v1_rule_based
DEU_C10T12,DEU,C10T12,retail_consumer,v1_rule_based
DEU_C13T15,DEU,C13T15,retail_consumer,v1_rule_based
DEU_C16,DEU,C16,manufacturing_other,v1_rule_based
DEU_C17_18,DEU,C17_18,manufacturing_other,v1_rule_based
DEU_C19,DEU,C19,manufacturing_other,v1_rule_based
DEU_C20,DEU,C20,manufacturing_other,v1_rule_based
DEU_C21,DEU,C21,pharma,v1_rule_based
DEU_C22,DEU,C22,manufacturing_other,v1_rule_based
DEU_C23,DEU,C23,manufacturing_other,v1_rule_based
DEU_C24A,DEU,C24A,steel_aluminum,v1_rule_based
DEU_C24B,DEU,C24B,steel_aluminum,v1_rule_based
DEU_C25,DEU,C25,steel_aluminum,v1_rule_based
DEU_C26,DEU,C26,manufacturing_other,v1_rule_based
DEU_C27,DEU,C27,manufacturing_other,v1_rule_based
DEU_C28,DEU,C28,manufacturing_other,v1_rule_based
DEU_C29,DEU,C29,manufacturing_other,v1_rule_based
DEU_C301,DEU,C301,manufacturing_other,v1_rule_based
DEU_C302T309,DEU,C302T309,manufacturing_other,v1_rule_based
DEU_C31T33,DEU,C31T33,retail_consumer,v1_rule_based
DEU_D,DEU,D,energy_primary,v1_rule_based
DEU_E,DEU,E,energy_primary,v1_rule_based
DEU_F,DEU,F,services_other,v1_rule_based
DEU_G,DEU,G,retail_consumer,v1_rule_based
DEU_H49,DEU,H49,services_other,v1_rule_based
DEU_H50,DEU,H50,services_other,v1_rule_based
DEU_H51,DEU,H51,services_other,v1_rule_based
DEU_H52,DEU,H52,services_other,v1_rule_based
DEU_H53,DEU,H53,services_other,v1_rule_based
DEU_I,DEU,I,retail_consumer,v1_rule_based
DEU_J58T60,DEU,J58T60,services_other,v1_rule_based
DEU_J61,DEU,J61,services_other,v1_rule_based
DEU_J62_63,DEU,J62_63,services_other,v1_rule_based
DEU_K,DEU,K,services_other,v1_rule_based
DEU_L,DEU,L,services_other,v1_rule_based
DEU_M,DEU,M,services_other,v1_rule_based
DEU_N,DEU,N,services_other,v1_rule_based
DEU_O,DEU,O,services_other,v1_rule_based
DEU_P,DEU,P,services_other,v1_rule_based
DEU_Q,DEU,Q,services_other,v1_rule_based
DEU_R,DEU,R,services_other,v1_rule_based
DEU_S,DEU,S,services_other,v1_rule_based
DEU_T,DEU,T,services_other,v1_rule_based
DNK_A01,DNK,A01,energy_primary,v1_rule_based
DNK_A02,DNK,A02,energy_primary,v1_rule_based
DNK_A03,DNK,A03,energy_primary,v1_rule_based
DNK_B05,DNK,B05,energy_primary,v1_rule_based
DNK_B06,DNK,B06,energy_primary,v1_rule_based
DNK_B07,DNK,B07,energy_primary,v1_rule_based
DNK_B08,DNK,B08,energy_primary,v1_rule_based
DNK_B09,DNK,B09,energy_primary,v1_rule_based
DNK_C10T12,DNK,C10T12,retail_consumer,v1_rule_based
DNK_C13T15,DNK,C13T15,retail_consumer,v1_rule_based
DNK_C16,DNK,C16,manufacturing_other,v1_rule_based
DNK_C17_18,DNK,C17_18,manufacturing_other,v1_rule_based
DNK_C19,DNK,C19,manufacturing_other,v1_rule_based
DNK_C20,DNK,C20,manufacturing_other,v1_rule_based
DNK_C21,DNK,C21,pharma,v1_rule_based
DNK_C22,DNK,C22,manufacturing_other,v1_rule_based
DNK_C23,DNK,C23,manufacturing_other,v1_rule_based
DNK_C24A,DNK,C24A,steel_aluminum,v1_rule_based
DNK_C24B,DNK,C24B,steel_aluminum,v1_rule_based
DNK_C25,DNK,C25,steel_aluminum,v1_rule_based
DNK_C26,DNK,C26,manufacturing_other,v1_rule_based
DNK_C27,DNK,C27,manufacturing_other,v1_rule_based
DNK_C28,DNK,C28,manufacturing_other,v1_rule_based
DNK_C29,DNK,C29,manufacturing_other,v1_rule_based
DNK_C301,DNK,C301,manufacturing_other,v1_rule_based
DNK_C302T309,DNK,C302T309,manufacturing_other,v1_rule_based
DNK_C31T33,DNK,C31T33,retail_consumer,v1_rule_based
DNK_D,DNK,D,energy_primary,v1_rule_based
DNK_E,DNK,E,energy_primary,v1_rule_based
DNK_F,DNK,F,services_other,v1_rule_based
DNK_G,DNK,G,retail_consumer,v1_rule_based
DNK_H49,DNK,H49,services_other,v1_rule_based
DNK_H50,DNK,H50,services_other,v1_rule_based
DNK_H51,DNK,H51,services_other,v1_rule_based
DNK_H52,DNK,H52,services_other,v1_rule_based
DNK_H53,DNK,H53,services_other,v1_rule_based
DNK_I,DNK,I,retail_consumer,v1_rule_based
DNK_J58T60,DNK,J58T60,services_other,v1_rule_based
DNK_J61,DNK,J61,services_other,v1_rule_based
DNK_J62_63,DNK,J62_63,services_other,v1_rule_based
DNK_K,DNK,K,services_other,v1_rule_based
DNK_L,DNK,L,services_other,v1_rule_based
DNK_M,DNK,M,services_other,v1_rule_based
DNK_N,DNK,N,services_other,v1_rule_based
DNK_O,DNK,O,services_other,v1_rule_based
DNK_P,DNK,P,services_other,v1_rule_based
DNK_Q,DNK,Q,services_other,v1_rule_based
DNK_R,DNK,R,services_other,v1_rule_based
DNK_S,DNK,S,services_other,v1_rule_based
DNK_T,DNK,T,services_other,v1_rule_based
EGY_A01,EGY,A01,energy_primary,v1_rule_based
EGY_A02,EGY,A02,energy_primary,v1_rule_based
EGY_A03,EGY,A03,energy_primary,v1_rule_based
EGY_B05,EGY,B05,energy_primary,v1_rule_based
EGY_B06,EGY,B06,energy_primary,v1_rule_based
EGY_B07,EGY,B07,energy_primary,v1_rule_based
EGY_B08,EGY,B08,energy_primary,v1_rule_based
EGY_B09,EGY,B09,energy_primary,v1_rule_based
EGY_C10T12,EGY,C10T12,retail_consumer,v1_rule_based
EGY_C13T15,EGY,C13T15,retail_consumer,v1_rule_based
EGY_C16,EGY,C16,manufacturing_other,v1_rule_based
EGY_C17_18,EGY,C17_18,manufacturing_other,v1_rule_based
EGY_C19,EGY,C19,manufacturing_other,v1_rule_based
EGY_C20,EGY,C20,manufacturing_other,v1_rule_based
EGY_C21,EGY,C21,pharma,v1_rule_based
EGY_C22,EGY,C22,manufacturing_other,v1_rule_based
EGY_C23,EGY,C23,manufacturing_other,v1_rule_based
EGY_C24A,EGY,C24A,steel_aluminum,v1_rule_based
EGY_C24B,EGY,C24B,steel_aluminum,v1_rule_based
EGY_C25,EGY,C25,steel_aluminum,v1_rule_based
EGY_C26,EGY,C26,manufacturing_other,v1_rule_based
EGY_C27,EGY,C27,manufacturing_other,v1_rule_based
EGY_C28,EGY,C28,manufacturing_other,v1_rule_based
EGY_C29,EGY,C29,manufacturing_other,v1_rule_based
EGY_C301,EGY,C301,manufacturing_other,v1_rule_based
EGY_C302T309,EGY,C302T309,manufacturing_other,v1_rule_based
EGY_C31T33,EGY,C31T33,retail_consumer,v1_rule_based
EGY_D,EGY,D,energy_primary,v1_rule_based
EGY_E,EGY,E,energy_primary,v1_rule_based
EGY_F,EGY,F,services_other,v1_rule_based
EGY_G,EGY,G,retail_consumer,v1_rule_based
EGY_H49,EGY,H49,services_other,v1_rule_based
EGY_H50,EGY,H50,services_other,v1_rule_based
EGY_H51,EGY,H51,services_other,v1_rule_based
EGY_H52,EGY,H52,services_other,v1_rule_based
EGY_H53,EGY,H53,services_other,v1_rule_based
EGY_I,EGY,I,retail_consumer,v1_rule_based
EGY_J58T60,EGY,J58T60,services_other,v1_rule_based
EGY_J61,EGY,J61,services_other,v1_rule_based
EGY_J62_63,EGY,J62_63,services_other,v1_rule_based
EGY_K,EGY,K,services_other,v1_rule_based
EGY_L,EGY,L,services_other,v1_rule_based
EGY_M,EGY,M,services_other,v1_rule_based
EGY_N,EGY,N,services_other,v1_rule_based
EGY_O,EGY,O,services_other,v1_rule_based
EGY_P,EGY,P,services_other,v1_rule_based
EGY_Q,EGY,Q,services_other,v1_rule_based
EGY_R,EGY,R,services_other,v1_rule_based
EGY_S,EGY,S,services_other,v1_rule_based
EGY_T,EGY,T,services_other,v1_rule_based
ESP_A01,ESP,A01,energy_primary,v1_rule_based
ESP_A02,ESP,A02,energy_primary,v1_rule_based
ESP_A03,ESP,A03,energy_primary,v1_rule_based
ESP_B05,ESP,B05,energy_primary,v1_rule_based
ESP_B06,ESP,B06,energy_primary,v1_rule_based
ESP_B07,ESP,B07,energy_primary,v1_rule_based
ESP_B08,ESP,B08,energy_primary,v1_rule_based
ESP_B09,ESP,B09,energy_primary,v1_rule_based
ESP_C10T12,ESP,C10T12,retail_consumer,v1_rule_based
ESP_C13T15,ESP,C13T15,retail_consumer,v1_rule_based
ESP_C16,ESP,C16,manufacturing_other,v1_rule_based
ESP_C17_18,ESP,C17_18,manufacturing_other,v1_rule_based
ESP_C19,ESP,C19,manufacturing_other,v1_rule_based
ESP_C20,ESP,C20,manufacturing_other,v1_rule_based
ESP_C21,ESP,C21,pharma,v1_rule_based
ESP_C22,ESP,C22,manufacturing_other,v1_rule_based
ESP_C23,ESP,C23,manufacturing_other,v1_rule_based
ESP_C24A,ESP,C24A,steel_aluminum,v1_rule_based
ESP_C24B,ESP,C24B,steel_aluminum,v1_rule_based
ESP_C25,ESP,C25,steel_aluminum,v1_rule_based
ESP_C26,ESP,C26,manufacturing_other,v1_rule_based
ESP_C27,ESP,C27,manufacturing_other,v1_rule_based
ESP_C28,ESP,C28,manufacturing_other,v1_rule_based
ESP_C29,ESP,C29,manufacturing_other,v1_rule_based
ESP_C301,ESP,C301,manufacturing_other,v1_rule_based
ESP_C302T309,ESP,C302T309,manufacturing_other,v1_rule_based
ESP_C31T33,ESP,C31T33,retail_consumer,v1_rule_based
ESP_D,ESP,D,energy_primary,v1_rule_based
ESP_E,ESP,E,energy_primary,v1_rule_based
ESP_F,ESP,F,services_other,v1_rule_based
ESP_G,ESP,G,retail_consumer,v1_rule_based
ESP_H49,ESP,H49,services_other,v1_rule_based
ESP_H50,ESP,H50,services_other,v1_rule_based
ESP_H51,ESP,H51,services_other,v1_rule_based
ESP_H52,ESP,H52,services_other,v1_rule_based
ESP_H53,ESP,H53,services_other,v1_rule_based
ESP_I,ESP,I,retail_consumer,v1_rule_based
ESP_J58T60,ESP,J58T60,services_other,v1_rule_based
ESP_J61,ESP,J61,services_other,v1_rule_based
ESP_J62_63,ESP,J62_63,services_other,v1_rule_based
ESP_K,ESP,K,services_other,v1_rule_based
ESP_L,ESP,L,services_other,v1_rule_based
ESP_M,ESP,M,services_other,v1_rule_based
ESP_N,ESP,N,services_other,v1_rule_based
ESP_O,ESP,O,services_other,v1_rule_based
ESP_P,ESP,P,services_other,v1_rule_based
ESP_Q,ESP,Q,services_other,v1_rule_based
ESP_R,ESP,R,services_other,v1_rule_based
ESP_S,ESP,S,services_other,v1_rule_based
ESP_T,ESP,T,services_other,v1_rule_based
EST_A01,EST,A01,energy_primary,v1_rule_based
EST_A02,EST,A02,energy_primary,v1_rule_based
EST_A03,EST,A03,energy_primary,v1_rule_based
EST_B05,EST,B05,energy_primary,v1_rule_based
EST_B06,EST,B06,energy_primary,v1_rule_based
EST_B07,EST,B07,energy_primary,v1_rule_based
EST_B08,EST,B08,energy_primary,v1_rule_based
EST_B09,EST,B09,energy_primary,v1_rule_based
EST_C10T12,EST,C10T12,retail_consumer,v1_rule_based
EST_C13T15,EST,C13T15,retail_consumer,v1_rule_based
EST_C16,EST,C16,manufacturing_other,v1_rule_based
EST_C17_18,EST,C17_18,manufacturing_other,v1_rule_based
EST_C19,EST,C19,manufacturing_other,v1_rule_based
EST_C20,EST,C20,manufacturing_other,v1_rule_based
EST_C21,EST,C21,pharma,v1_rule_based
EST_C22,EST,C22,manufacturing_other,v1_rule_based
EST_C23,EST,C23,manufacturing_other,v1_rule_based
EST_C24A,EST,C24A,steel_aluminum,v1_rule_based
EST_C24B,EST,C24B,steel_aluminum,v1_rule_based
EST_C25,EST,C25,steel_aluminum,v1_rule_based
EST_C26,EST,C26,manufacturing_other,v1_rule_based
EST_C27,EST,C27,manufacturing_other,v1_rule_based
EST_C28,EST,C28,manufacturing_other,v1_rule_based
EST_C29,EST,C29,manufacturing_other,v1_rule_based
EST_C301,EST,C301,manufacturing_other,v1_rule_based
EST_C302T309,EST,C302T309,manufacturing_other,v1_rule_based
EST_C31T33,EST,C31T33,retail_consumer,v1_rule_based
EST_D,EST,D,energy_primary,v1_rule_based
EST_E,EST,E,energy_primary,v1_rule_based
EST_F,EST,F,services_other,v1_rule_based
EST_G,EST,G,retail_consumer,v1_rule_based
EST_H49,EST,H49,services_other,v1_rule_based
EST_H50,EST,H50,services_other,v1_rule_based
EST_H51,EST,H51,services_other,v1_rule_based
EST_H52,EST,H52,services_other,v1_rule_based
EST_H53,EST,H53,services_other,v1_rule_based
EST_I,EST,I,retail_consumer,v1_rule_based
EST_J58T60,EST,J58T60,services_other,v1_rule_based
EST_J61,EST,J61,services_other,v1_rule_based
EST_J62_63,EST,J62_63,services_other,v1_rule_based
EST_K,EST,K,services_other,v1_rule_based
EST_L,EST,L,services_other,v1_rule_based
EST_M,EST,M,services_other,v1_rule_based
EST_N,EST,N,services_other,v1_rule_based
EST_O,EST,O,services_other,v1_rule_based
EST_P,EST,P,services_other,v1_rule_based
EST_Q,EST,Q,services_other,v1_rule_based
EST_R,EST,R,services_other,v1_rule_based
EST_S,EST,S,services_other,v1_rule_based
EST_T,EST,T,services_other,v1_rule_based
FIN_A01,FIN,A01,energy_primary,v1_rule_based
FIN_A02,FIN,A02,energy_primary,v1_rule_based
FIN_A03,FIN,A03,energy_primary,v1_rule_based
FIN_B05,FIN,B05,energy_primary,v1_rule_based
FIN_B06,FIN,B06,energy_primary,v1_rule_based
FIN_B07,FIN,B07,energy_primary,v1_rule_based
FIN_B08,FIN,B08,energy_primary,v1_rule_based
FIN_B09,FIN,B09,energy_primary,v1_rule_based
FIN_C10T12,FIN,C10T12,retail_consumer,v1_rule_based
FIN_C13T15,FIN,C13T15,retail_consumer,v1_rule_based
FIN_C16,FIN,C16,manufacturing_other,v1_rule_based
FIN_C17_18,FIN,C17_18,manufacturing_other,v1_rule_based
FIN_C19,FIN,C19,manufacturing_other,v1_rule_based
FIN_C20,FIN,C20,manufacturing_other,v1_rule_based
FIN_C21,FIN,C21,pharma,v1_rule_based
FIN_C22,FIN,C22,manufacturing_other,v1_rule_based
FIN_C23,FIN,C23,manufacturing_other,v1_rule_based
FIN_C24A,FIN,C24A,steel_aluminum,v1_rule_based
FIN_C24B,FIN,C24B,steel_aluminum,v1_rule_based
FIN_C25,FIN,C25,steel_aluminum,v1_rule_based
FIN_C26,FIN,C26,manufacturing_other,v1_rule_based
FIN_C27,FIN,C27,manufacturing_other,v1_rule_based
FIN_C28,FIN,C28,manufacturing_other,v1_rule_based
FIN_C29,FIN,C29,manufacturing_other,v1_rule_based
FIN_C301,FIN,C301,manufacturing_other,v1_rule_based
FIN_C302T309,FIN,C302T309,manufacturing_other,v1_rule_based
FIN_C31T33,FIN,C31T33,retail_consumer,v1_rule_based
FIN_D,FIN,D,energy_primary,v1_rule_based
FIN_E,FIN,E,energy_primary,v1_rule_based
FIN_F,FIN,F,services_other,v1_rule_based
FIN_G,FIN,G,retail_consumer,v1_rule_based
FIN_H49,FIN,H49,services_other,v1_rule_based
FIN_H50,FIN,H50,services_other,v1_rule_based
FIN_H51,FIN,H51,services_other,v1_rule_based
FIN_H52,FIN,H52,services_other,v1_rule_based
FIN_H53,FIN,H53,services_other,v1_rule_based
FIN_I,FIN,I,retail_consumer,v1_rule_based
FIN_J58T60,FIN,J58T60,services_other,v1_rule_based
FIN_J61,FIN,J61,services_other,v1_rule_based
FIN_J62_63,FIN,J62_63,services_other,v1_rule_based
FIN_K,FIN,K,services_other,v1_rule_based
FIN_L,FIN,L,services_other,v1_rule_based
FIN_M,FIN,M,services_other,v1_rule_based
FIN_N,FIN,N,services_other,v1_rule_based
FIN_O,FIN,O,services_other,v1_rule_based
FIN_P,FIN,P,services_other,v1_rule_based
FIN_Q,FIN,Q,services_other,v1_rule_based
FIN_R,FIN,R,services_other,v1_rule_based
FIN_S,FIN,S,services_other,v1_rule_based
FIN_T,FIN,T,services_other,v1_rule_based
FRA_A01,FRA,A01,energy_primary,v1_rule_based
FRA_A02,FRA,A02,energy_primary,v1_rule_based
FRA_A03,FRA,A03,energy_primary,v1_rule_based
FRA_B05,FRA,B05,energy_primary,v1_rule_based
FRA_B06,FRA,B06,energy_primary,v1_rule_based
FRA_B07,FRA,B07,energy_primary,v1_rule_based
FRA_B08,FRA,B08,energy_primary,v1_rule_based
FRA_B09,FRA,B09,energy_primary,v1_rule_based
FRA_C10T12,FRA,C10T12,retail_consumer,v1_rule_based
FRA_C13T15,FRA,C13T15,retail_consumer,v1_rule_based
FRA_C16,FRA,C16,manufacturing_other,v1_rule_based
FRA_C17_18,FRA,C17_18,manufacturing_other,v1_rule_based
FRA_C19,FRA,C19,manufacturing_other,v1_rule_based
FRA_C20,FRA,C20,manufacturing_other,v1_rule_based
FRA_C21,FRA,C21,pharma,v1_rule_based
FRA_C22,FRA,C22,manufacturing_other,v1_rule_based
FRA_C23,FRA,C23,manufacturing_other,v1_rule_based
FRA_C24A,FRA,C24A,steel_aluminum,v1_rule_based
FRA_C24B,FRA,C24B,steel_aluminum,v1_rule_based
FRA_C25,FRA,C25,steel_aluminum,v1_rule_based
FRA_C26,FRA,C26,manufacturing_other,v1_rule_based
FRA_C27,FRA,C27,manufacturing_other,v1_rule_based
FRA_C28,FRA,C28,manufacturing_other,v1_rule_based
FRA_C29,FRA,C29,manufacturing_other,v1_rule_based
FRA_C301,FRA,C301,manufacturing_other,v1_rule_based
FRA_C302T309,FRA,C302T309,manufacturing_other,v1_rule_based
FRA_C31T33,FRA,C31T33,retail_consumer,v1_rule_based
FRA_D,FRA,D,energy_primary,v1_rule_based
FRA_E,FRA,E,energy_primary,v1_rule_based
FRA_F,FRA,F,services_other,v1_rule_based
FRA_G,FRA,G,retail_consumer,v1_rule_based
FRA_H49,FRA,H49,services_other,v1_rule_based
FRA_H50,FRA,H50,services_other,v1_rule_based
FRA_H51,FRA,H51,services_other,v1_rule_based
FRA_H52,FRA,H52,services_other,v1_rule_based
FRA_H53,FRA,H53,services_other,v1_rule_based
FRA_I,FRA,I,retail_consumer,v1_rule_based
FRA_J58T60,FRA,J58T60,services_other,v1_rule_based
FRA_J61,FRA,J61,services_other,v1_rule_based
FRA_J62_63,FRA,J62_63,services_other,v1_rule_based
FRA_K,FRA,K,services_other,v1_rule_based
FRA_L,FRA,L,services_other,v1_rule_based
FRA_M,FRA,M,services_other,v1_rule_based
FRA_N,FRA,N,services_other,v1_rule_based
FRA_O,FRA,O,services_other,v1_rule_based
FRA_P,FRA,P,services_other,v1_rule_based
FRA_Q,FRA,Q,services_other,v1_rule_based
FRA_R,FRA,R,services_other,v1_rule_based
FRA_S,FRA,S,services_other,v1_rule_based
FRA_T,FRA,T,services_other,v1_rule_based
GBR_A01,GBR,A01,energy_primary,v1_rule_based
GBR_A02,GBR,A02,energy_primary,v1_rule_based
GBR_A03,GBR,A03,energy_primary,v1_rule_based
GBR_B05,GBR,B05,energy_primary,v1_rule_based
GBR_B06,GBR,B06,energy_primary,v1_rule_based
GBR_B07,GBR,B07,energy_primary,v1_rule_based
GBR_B08,GBR,B08,energy_primary,v1_rule_based
GBR_B09,GBR,B09,energy_primary,v1_rule_based
GBR_C10T12,GBR,C10T12,retail_consumer,v1_rule_based
GBR_C13T15,GBR,C13T15,retail_consumer,v1_rule_based
GBR_C16,GBR,C16,manufacturing_other,v1_rule_based
GBR_C17_18,GBR,C17_18,manufacturing_other,v1_rule_based
GBR_C19,GBR,C19,manufacturing_other,v1_rule_based
GBR_C20,GBR,C20,manufacturing_other,v1_rule_based
GBR_C21,GBR,C21,pharma,v1_rule_based
GBR_C22,GBR,C22,manufacturing_other,v1_rule_based
GBR_C23,GBR,C23,manufacturing_other,v1_rule_based
GBR_C24A,GBR,C24A,steel_aluminum,v1_rule_based
GBR_C24B,GBR,C24B,steel_aluminum,v1_rule_based
GBR_C25,GBR,C25,steel_aluminum,v1_rule_based
GBR_C26,GBR,C26,manufacturing_other,v1_rule_based
GBR_C27,GBR,C27,manufacturing_other,v1_rule_based
GBR_C28,GBR,C28,manufacturing_other,v1_rule_based
GBR_C29,GBR,C29,manufacturing_other,v1_rule_based
GBR_C301,GBR,C301,manufacturing_other,v1_rule_based
GBR_C302T309,GBR,C302T309,manufacturing_other,v1_rule_based
GBR_C31T33,GBR,C31T33,retail_consumer,v1_rule_based
GBR_D,GBR,D,energy_primary,v1_rule_based
GBR_E,GBR,E,energy_primary,v1_rule_based
GBR_F,GBR,F,services_other,v1_rule_based
GBR_G,GBR,G,retail_consumer,v1_rule_based
GBR_H49,GBR,H49,services_other,v1_rule_based
GBR_H50,GBR,H50,services_other,v1_rule_based
GBR_H51,GBR,H51,services_other,v1_rule_based
GBR_H52,GBR,H52,services_other,v1_rule_based
GBR_H53,GBR,H53,services_other,v1_rule_based
GBR_I,GBR,I,retail_consumer,v1_rule_based
GBR_J58T60,GBR,J58T60,services_other,v1_rule_based
GBR_J61,GBR,J61,services_other,v1_rule_based
GBR_J62_63,GBR,J62_63,services_other,v1_rule_based
GBR_K,GBR,K,services_other,v1_rule_based
GBR_L,GBR,L,services_other,v1_rule_based
GBR_M,GBR,M,services_other,v1_rule_based
GBR_N,GBR,N,services_other,v1_rule_based
GBR_O,GBR,O,services_other,v1_rule_based
GBR_P,GBR,P,services_other,v1_rule_based
GBR_Q,GBR,Q,services_other,v1_rule_based
GBR_R,GBR,R,services_other,v1_rule_based
GBR_S,GBR,S,services_other,v1_rule_based
GBR_T,GBR,T,services_other,v1_rule_based
GRC_A01,GRC,A01,energy_primary,v1_rule_based
GRC_A02,GRC,A02,energy_primary,v1_rule_based
